cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,poll_id,question_id
2020,West Virginia,2020-11-03,Biden,2020-09-28,2020-10-25,SurveyMonkey,1271,lv,0.0341592,0.0190656,33,32.39066,32.41539,71979,134982
2020,West Virginia,2020-11-03,Biden,2020-09-27,2020-10-24,SurveyMonkey,1250,lv,0.0171968,0.0091983,33,32.39066,32.42422,71894,134808
2020,West Virginia,2020-11-03,Biden,2020-09-26,2020-10-23,SurveyMonkey,1223,lv,0.0172768,0.0088393,33,32.39066,32.43481,71827,134673
2020,West Virginia,2020-11-03,Biden,2020-09-24,2020-10-22,SurveyMonkey,1203,lv,0.0369667,0.0154744,33,32.39066,32.48103,71766,134542
2020,West Virginia,2020-11-03,Biden,2020-10-19,2020-10-20,Triton Polling & Research,544,lv,0.5765287,0.4558599,37.9,37.2532,37.26599,71748,134435
2020,West Virginia,2020-11-03,Biden,2020-09-24,2020-10-21,SurveyMonkey,1154,lv,0,0,32,31.39679,31.50196,71683,134343
2020,West Virginia,2020-11-03,Biden,2020-09-23,2020-10-20,SurveyMonkey,1115,lv,0.0189664,0.0070573,32,31.39679,31.51932,71570,134118
2020,West Virginia,2020-11-03,Biden,2020-09-22,2020-10-19,SurveyMonkey,1075,lv,0.0188888,0.0065891,32,31.39679,31.53761,71468,133906
2020,West Virginia,2020-11-03,Biden,2020-09-21,2020-10-18,SurveyMonkey,1020,lv,0.0185693,0.0060458,33,32.39066,32.55246,71383,133722
2020,West Virginia,2020-11-03,Biden,2020-09-20,2020-10-17,SurveyMonkey,1002,lv,0.0189597,0.005732,34,33.38488,33.57158,71301,133561
2020,West Virginia,2020-11-03,Biden,2020-09-19,2020-10-16,SurveyMonkey,972,lv,0.0191807,0.0053528,35,34.37946,34.59286,71243,133444
2020,West Virginia,2020-11-03,Biden,2020-09-18,2020-10-15,SurveyMonkey,914,lv,0.0188782,0.0048293,34,33.38488,33.62046,71182,133317
2020,West Virginia,2020-11-03,Biden,2020-09-16,2020-10-14,SurveyMonkey,857,lv,0.0359168,0.0083527,34,33.38488,33.64212,71108,133167
2020,West Virginia,2020-11-03,Biden,2020-09-16,2020-10-13,SurveyMonkey,824,lv,0,0,34,33.38488,33.66391,71014,132960
2020,West Virginia,2020-11-03,Biden,2020-09-15,2020-10-12,SurveyMonkey,771,lv,0.0187516,0.0034887,34,33.38488,33.68737,70973,132803
2020,West Virginia,2020-11-03,Biden,2020-10-01,2020-10-06,Research America Inc.,450,lv,0.6126379,0.2137109,39,38.51056,38.66589,70703,132427
2020,West Virginia,2020-11-03,Biden,2020-09-29,2020-09-30,Triton Polling & Research,525,rv,0.5731432,0.1066313,38,38.20701,38.52937,70625,132056
2020,West Virginia,2020-11-03,Biden,2020-06-08,2020-06-30,SurveyMonkey,264,lv,0.1946796,0,27.06,26.49252,27.50639,70448,131302
2020,West Virginia,2020-11-03,Biden,2020-07-01,2020-07-31,SurveyMonkey,494,lv,0.2843392,0,31.78,31.17819,32.29874,70398,131200
2020,Vermont,2020-11-03,Biden,2020-10-20,2020-11-01,SurveyMonkey,719,lv,0.2431795,0.2431795,71,69.32835,69.35448,72667,136420
2020,Vermont,2020-11-03,Biden,2020-10-18,2020-10-31,SurveyMonkey,737,lv,0.0353829,0.0350687,71,69.32835,69.34655,72529,136151
2020,Vermont,2020-11-03,Biden,2020-10-17,2020-10-30,SurveyMonkey,734,lv,0.017527,0.0172157,70,68.30879,68.33289,72428,135954
2020,Vermont,2020-11-03,Biden,2020-10-16,2020-10-29,SurveyMonkey,749,lv,0.0178015,0.0173272,69,67.29033,67.32158,72349,135789
2020,Vermont,2020-11-03,Biden,2020-10-01,2020-10-28,SurveyMonkey,1167,lv,0.199798,0.1767308,69,67.29033,67.37616,72246,135586
2020,Vermont,2020-11-03,Biden,2020-10-19,2020-10-20,co/efficient,584,lv,0.5290526,0.486766,62,63.57672,63.69811,72218,135482
2020,Vermont,2020-11-03,Biden,2020-09-30,2020-10-27,SurveyMonkey,1087,lv,0.0124457,0.0108983,68,66.27293,66.36275,72092,135219
2020,Vermont,2020-11-03,Biden,2020-09-28,2020-10-25,SurveyMonkey,1002,lv,0.0233641,0.0194216,67,65.25658,65.38388,71982,134985
2020,Vermont,2020-11-03,Biden,2020-09-26,2020-10-24,SurveyMonkey,978,lv,0.0221187,0.0181899,67,65.25658,65.39809,71897,134811
2020,Vermont,2020-11-03,Biden,2020-09-26,2020-10-23,SurveyMonkey,969,lv,0,0,67,65.25658,65.41576,71830,134676
2020,Vermont,2020-11-03,Biden,2020-09-24,2020-10-22,SurveyMonkey,939,lv,0.021749,0.0169202,66,64.24128,64.47486,71769,134545
2020,Vermont,2020-11-03,Biden,2020-09-23,2020-10-21,SurveyMonkey,858,lv,0.0099644,0.0076635,66,64.24128,64.48678,71686,134346
2020,Vermont,2020-11-03,Biden,2020-09-22,2020-10-20,SurveyMonkey,829,lv,0.0096588,0.0073427,66,64.24128,64.50285,71573,134121
2020,Vermont,2020-11-03,Biden,2020-09-22,2020-10-19,SurveyMonkey,785,lv,0,0,67,65.25658,65.53284,71471,133909
2020,Vermont,2020-11-03,Biden,2020-09-21,2020-10-18,SurveyMonkey,769,lv,0.009348,0.0069405,67,65.25658,65.55186,71386,133725
2020,Vermont,2020-11-03,Biden,2020-09-20,2020-10-17,SurveyMonkey,759,lv,0.0092644,0.0067961,67,65.25658,65.57535,71304,133564
2020,Vermont,2020-11-03,Biden,2020-09-19,2020-10-16,SurveyMonkey,730,lv,0.008951,0.0064867,67,65.25658,65.60562,71246,133447
2020,Vermont,2020-11-03,Biden,2020-09-18,2020-10-15,SurveyMonkey,651,lv,0.008022,0.0057422,67,65.25658,65.632320000000007,71185,133320
2020,Vermont,2020-11-03,Biden,2020-09-17,2020-10-14,SurveyMonkey,610,lv,0.0075573,0.0053424,66,64.24128,64.64209,71111,133170
2020,Vermont,2020-11-03,Biden,2020-09-15,2020-10-13,SurveyMonkey,579,lv,0.0139316,0.0097249,65,63.22701,63.64939,71017,132963
2020,Vermont,2020-11-03,Biden,2020-09-14,2020-10-12,SurveyMonkey,557,lv,0.0067446,0.0046481,65,63.22701,63.67144,70970,132800
2020,Vermont,2020-11-03,Biden,2020-06-08,2020-06-30,SurveyMonkey,113,lv,0.1127496,0,74.91,73.32545,74.66182,70451,131305
2020,Vermont,2020-11-03,Biden,2020-07-01,2020-07-31,SurveyMonkey,368,lv,0.2985707,0,71.18,69.51198,70.98692,70401,131203
2020,Vermont,2020-11-03,Biden,2020-08-01,2020-08-31,SurveyMonkey,236,lv,0.1879181,0.0327104,70.48,68.79805,69.96854,70351,131101
2020,Vermont,2020-11-03,Biden,2020-09-01,2020-09-30,SurveyMonkey,427,lv,0.0718191,0.0405657,64.06,62.27453,63.14929,70299,130994
2020,Vermont,2020-11-03,Biden,2020-09-03,2020-09-15,Braun Research,586,lv,0.8636532,0.4111173,55.73,57.28205,58.2062,69647,129842
2020,Utah,2020-11-03,Biden,2020-10-20,2020-11-01,SurveyMonkey,1435,lv,0.3479773,0.3479773,44,42.30967,42.31537,72669,136422
2020,Utah,2020-11-03,Biden,2020-10-18,2020-10-31,SurveyMonkey,1519,lv,0.0513227,0.0501292,43,41.31608,41.30889,72531,136153
2020,Utah,2020-11-03,Biden,2020-10-17,2020-10-30,SurveyMonkey,1511,lv,0.024971899999999998,0.0238104,43,41.31608,41.30848,72430,135956
2020,Utah,2020-11-03,Biden,2020-10-15,2020-10-24,Y2 Analytics,660,lv,0.8780674,0.7555463,44,42.87625,42.75739,72411,135868
2020,Utah,2020-11-03,Biden,2020-10-16,2020-10-29,SurveyMonkey,1517,lv,0.024589,0.0228734,44,42.30967,42.30033,72351,135791
2020,Utah,2020-11-03,Biden,2020-10-01,2020-10-28,SurveyMonkey,2783,lv,0.2747538,0.1916887,43,41.31608,41.32626,72248,135588
2020,Utah,2020-11-03,Biden,2020-09-30,2020-10-27,SurveyMonkey,2689,lv,0.0179548,0.012109,43,41.31608,41.33171,72094,135221
2020,Utah,2020-11-03,Biden,2020-09-27,2020-10-25,SurveyMonkey,2466,lv,0.0520788,0.0290673,45,43.30414,43.36729,71984,134987
2020,Utah,2020-11-03,Biden,2020-09-27,2020-10-24,SurveyMonkey,2434,lv,0,0,45,43.30414,43.38609,71899,134813
2020,Utah,2020-11-03,Biden,2020-09-26,2020-10-23,SurveyMonkey,2398,lv,0.018428,0.0094283,45,43.30414,43.40615,71832,134678
2020,Utah,2020-11-03,Biden,2020-09-24,2020-10-22,SurveyMonkey,2340,lv,0.0393532,0.0164734,45,43.30414,43.49363,71771,134547
2020,Utah,2020-11-03,Biden,2020-10-12,2020-10-17,RMG Research,1000,lv,0.8812282,0.5943167,38,40.51583,40.4575,71445,134418
2020,Utah,2020-11-03,Biden,2020-09-24,2020-10-21,SurveyMonkey,2304,lv,0,0,45,43.30414,43.51869,71688,134348
2020,Utah,2020-11-03,Biden,2020-09-23,2020-10-20,SurveyMonkey,2279,lv,0.0214654,0.0079871,45,43.30414,43.54066,71575,134123
2020,Utah,2020-11-03,Biden,2020-09-21,2020-10-19,SurveyMonkey,2239,lv,0.0425502,0.0148431,45,43.30414,43.56149,71473,133911
2020,Utah,2020-11-03,Biden,2020-09-21,2020-10-18,SurveyMonkey,2187,lv,0,0,45,43.30414,43.58289,71388,133727
2020,Utah,2020-11-03,Biden,2020-09-19,2020-10-17,SurveyMonkey,2152,lv,0.0453486,0.0137101,45,43.30414,43.60603,71306,133566
2020,Utah,2020-11-03,Biden,2020-09-19,2020-10-16,SurveyMonkey,2112,lv,0,0,44,42.30967,42.63916,71248,133449
2020,Utah,2020-11-03,Biden,2020-09-18,2020-10-15,SurveyMonkey,2002,lv,0.0247655,0.0063354,44,42.30967,42.66751,71187,133322
2020,Utah,2020-11-03,Biden,2020-09-17,2020-10-14,SurveyMonkey,1913,lv,0.0254299,0.0059139,44,42.30967,42.69522,71113,133172
2020,Utah,2020-11-03,Biden,2020-09-16,2020-10-13,SurveyMonkey,1843,lv,0.0265493,0.0055568,44,42.30967,42.72319,71019,132965
2020,Utah,2020-11-03,Biden,2020-09-14,2020-10-12,SurveyMonkey,1783,lv,0.0537673,0.0100032,44,42.30967,42.75043,70969,132799
2020,Utah,2020-11-03,Biden,2020-09-26,2020-10-04,Y2 Analytics,1214,lv,1.222924,0.2275208,40,38.89613,39.222,70578,131811
2020,Utah,2020-11-03,Biden,2020-06-08,2020-06-30,SurveyMonkey,412,lv,0.2159572,0,41.43,39.7579,41.0206,70453,131307
2020,Utah,2020-11-03,Biden,2020-07-01,2020-07-31,SurveyMonkey,1037,lv,0.3906473,0,39.97,38.31084,39.57855,70403,131205
2020,Utah,2020-11-03,Biden,2020-08-01,2020-08-31,SurveyMonkey,893,lv,0.3912228,0,41.46,39.78765,40.9435,70353,131103
2020,Utah,2020-11-03,Biden,2020-09-01,2020-09-30,SurveyMonkey,1192,lv,0.2716615,0,42.3,40.62108,41.54392,70301,130996
2020,Utah,2020-11-03,Biden,2020-09-07,2020-09-12,RMG Research,1000,lv,0.8857145,0,35,37.46625,38.47118,69438,129462
2020,Utah,2020-11-03,Biden,2020-07-27,2020-08-01,RMG Research,1000,rv,0.8440243,0,31,34.20826,35.244,67870,127241
2020,Utah,2020-11-03,Biden,2020-05-09,2020-05-15,Y2 Analytics,1078,lv,1.063363,0,39.4,38.29992,40.84112,66525,123970
2020,Utah,2020-11-03,Biden,2020-04-15,2020-04-21,RMG Research,964,rv,0.6436153,0,32,35.23944,37.68404,65940,122163
2020,Utah,2020-11-03,Biden,2020-03-21,2020-03-30,Y2 Analytics,1266,lv,1.18056,0,41,39.89028,42.23905,65728,121489
2020,Utah,2020-11-03,Biden,2020-02-24,2020-03-01,RMG Research,1000,rv,0.5939063,0,33,36.26863,38.13718,64734,119714
2020,Utah,2020-11-03,Biden,2020-01-15,2020-01-22,RMG Research,1017,rv,0.6478483,0,31,34.20826,36.32998,63405,116395
2020,Texas,2020-11-03,Biden,2020-10-27,2020-11-02,Swayable,1151,lv,0.4886183,0.4725775,47.2,47.09702,47.11913,72774,136556
